PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
1312744	1148	1	GR	2.59	248128	11920075374
1312959	1127	1	GR	2.59	248128	11920075374
1405456	1152	1	GR	2.59	248128	11920075374
1408252	1150	1	GR	2.59	248128	11920075374
1805804	1127	1	GR	2.59	248128	11920075374
1809434	1156	1	GR	2.59	248128	11920075374
3804971	1131	1	GR	2.35	228037	11920075374
3100909	1152	1	GR	2.33	233779	11920075374
3133041	1118	1	GR	2.47	233779	11920075374
3133041	1138	1	GR	2.47	233779	11920075374
3133165	1134	1	GR	2.47	233779	11920075374
3326470	1114	1	GR	2.29	233779	11920075374
3342162	1139	1	GR	2.47	233779	11920075374
3373001	1131	1	GR	2.47	233779	11920075374
3397604	1115	1	GR	2.29	233779	11920075374
3818252	1135	1	GR	2.47	233779	11920075374
3839480	1144	1	GR	2.47	233779	11920075374
3106161	1142	1	GR	2.38	257871	11920075374
3109884	1141	1	GR	2.38	257871	11920075374
3103994	1130	1	GR	2.05	653776	11920075374
3116624	1117	1	GR	2.47	653776	11920075374
3116624	1134	1	GR	2.47	653776	11920075374
3121541	1130	1	GR	2.05	653776	11920075374
3312017	1130	1	GR	2.05	653776	11920075374
3314336	1153	1	GR	1.99	653776	11920075374
3351973	1130	2	GR	4.1	653776	11920075374
3369629	1152	1	GR	2.33	653776	11920075374
3819607	1144	1	GR	2.47	653776	11920075374
1201988	1163	1	GR	2.69	652159	11920075375
1801928	1162	1	GR	2.69	652159	11920075375
1105213	1128	1	GR	2.65	213290	11920075376
1105759	1133	1	GR	2.79	213290	11920075376
1108514	1152	1	GR	2.79	213290	11920075376
1109462	1154	1	GR	2.79	213290	11920075376
1110650	1120	1	GR	2.59	213290	11920075376
1114421	1115	1	GR	2.59	213290	11920075376
1116533	1136	1	GR	2.79	213290	11920075376
1116533	1148	1	GR	2.79	213290	11920075376
1119644	1154	1	GR	2.79	213290	11920075376
1121111	1119	1	GR	2.59	213290	11920075376
1121483	1120	1	GR	2.59	213290	11920075376
1128447	1115	1	GR	2.59	213290	11920075376
1130880	1115	1	GR	2.59	213290	11920075376
1132233	1115	1	GR	2.59	213290	11920075376
1143982	1144	1	GR	2.79	213290	11920075376
1145698	1163	1	GR	2.79	213290	11920075376
1148346	1150	1	GR	2.79	213290	11920075376
1148668	1124	1	GR	2.65	213290	11920075376
1181875	1152	1	GR	2.79	213290	11920075376
1184655	1115	1	GR	2.59	213290	11920075376
1193631	1148	1	GR	2.79	213290	11920075376
1197244	1116	1	GR	2.59	213290	11920075376
1201160	1115	1	GR	2.59	213290	11920075376
1214981	1128	1	GR	2.65	213290	11920075376
1215707	1135	1	GR	2.79	213290	11920075376
1219154	1137	1	GR	2.79	213290	11920075376
1220996	1164	1	GR	2.79	213290	11920075376
1227256	1114	1	GR	2.59	213290	11920075376
1229641	1127	1	GR	2.65	213290	11920075376
1244608	1157	1	GR	2.79	213290	11920075376
1303289	1152	1	GR	2.79	213290	11920075376
1303404	1162	1	GR	2.79	213290	11920075376
1309740	1149	1	GR	2.79	213290	11920075376
1309740	1161	1	GR	2.79	213290	11920075376
1319608	1115	1	GR	2.59	213290	11920075376
1325951	1115	1	GR	2.59	213290	11920075376
1805721	1126	1	GR	2.65	213290	11920075376
1805721	1139	1	GR	2.79	213290	11920075376
1805721	1149	1	GR	2.79	213290	11920075376
1808717	1131	1	GR	2.79	213290	11920075376
1809129	1142	1	GR	2.79	213290	11920075376
1809525	1159	1	GR	2.79	213290	11920075376
1814806	1141	1	GR	2.79	213290	11920075376
1814806	1161	1	GR	2.79	213290	11920075376
1814939	1137	1	GR	2.79	213290	11920075376
1100503	1120	1	GR	2.59	648764	11920075376
1102491	1116	1	GR	2.59	648764	11920075376
1129452	1115	1	GR	2.59	648764	11920075376
1129452	1154	1	GR	2.79	648764	11920075376
1129452	1154	1	GR	2.79	648764	11920075376
1129452	1154	1	GR	2.79	648764	11920075376
1131201	1154	1	GR	2.79	648764	11920075376
1139451	1115	1	GR	2.59	648764	11920075376
1141390	1115	1	GR	2.59	648764	11920075376
1148585	1148	1	GR	2.79	648764	11920075376
1148585	1149	1	GR	2.79	648764	11920075376
1148585	1152	1	GR	2.79	648764	11920075376
1148585	1156	1	GR	2.79	648764	11920075376
1148585	1157	1	GR	2.79	648764	11920075376
1148585	1159	1	GR	2.79	648764	11920075376
1148585	1164	1	GR	2.79	648764	11920075376
1191692	1127	1	GR	2.65	648764	11920075376
1198556	1151	1	GR	2.79	648764	11920075376
1215608	1116	1	GR	2.59	648764	11920075376
1215608	1116	1	GR	2.59	648764	11920075376
1215608	1126	1	GR	2.65	648764	11920075376
1220822	1162	1	GR	2.79	648764	11920075376
1223289	1135	1	GR	2.79	648764	11920075376
1230318	1116	1	GR	2.59	648764	11920075376
1244871	1129	1	GR	2.65	648764	11920075376
1244871	1155	1	GR	2.79	648764	11920075376
1301762	1162	1	GR	2.79	648764	11920075376
1303628	1115	1	GR	2.59	648764	11920075376
1400473	1128	1	GR	2.65	648764	11920075376
1805721	1115	1	GR	2.59	648764	11920075376
1805721	1163	1	GR	2.79	648764	11920075376
1809525	1129	1	GR	2.65	648764	11920075376
1809780	1115	1	GR	2.59	648764	11920075376
1120535	1157	1	GR	2.69	234140	11920075376
1129262	1147	1	GR	2.59	234140	11920075376
1153163	1159	1	GR	2.69	234140	11920075376
1191809	1126	1	GR	2.59	234140	11920075376
1203562	1123	1	GR	2.59	234140	11920075376
1215608	1153	1	GR	2.59	234140	11920075376
1305482	1118	1	GR	2.59	234140	11920075376
1308338	1123	1	GR	2.59	234140	11920075376
1313114	1142	1	GR	2.59	234140	11920075376
1313114	1145	1	GR	2.59	234140	11920075376
1313114	1161	1	GR	2.69	234140	11920075376
1313114	1162	1	GR	2.69	234140	11920075376
1315853	1162	1	GR	2.69	234140	11920075376
1403147	1146	1	GR	2.59	234140	11920075376
1405381	1153	1	GR	2.59	234140	11920075376
1104281	1128	1	GR	2.59	652159	11920075376
1107425	1152	1	GR	2.59	652159	11920075376
1107425	1161	1	GR	2.69	652159	11920075376
1107649	1161	1	GR	2.69	652159	11920075376
1114892	1161	1	GR	2.59	652159	11920075376
1114892	1161	1	GR	2.69	652159	11920075376
1126482	1142	1	GR	2.59	652159	11920075376
1126896	1115	1	GR	2.59	652159	11920075376
1131367	1151	1	GR	2.59	652159	11920075376
1134544	1124	1	GR	2.59	652159	11920075376
1137042	1152	1	GR	2.59	652159	11920075376
1138347	1161	1	GR	2.69	652159	11920075376
1140095	1122	1	GR	2.59	652159	11920075376
1141721	1125	1	GR	2.59	652159	11920075376
1141812	1152	1	GR	2.59	652159	11920075376
1141812	1159	1	GR	2.69	652159	11920075376
1142851	1151	1	GR	2.59	652159	11920075376
1143396	1120	1	GR	2.59	652159	11920075376
1147124	1151	1	GR	2.59	652159	11920075376
1184655	1147	1	GR	2.59	652159	11920075376
1185819	1153	1	GR	2.59	652159	11920075376
1186239	1148	1	GR	2.59	652159	11920075376
1186239	1150	1	GR	2.59	652159	11920075376
1186916	1161	1	GR	2.69	652159	11920075376
1189746	1142	1	GR	2.59	652159	11920075376
1193011	1152	1	GR	2.59	652159	11920075376
1193706	1115	1	GR	2.59	652159	11920075376
1199208	1138	1	GR	2.59	652159	11920075376
1200816	1129	1	GR	2.59	652159	11920075376
1204354	1152	1	GR	2.59	652159	11920075376
1205732	1149	1	GR	2.59	652159	11920075376
1213785	1139	1	GR	2.59	652159	11920075376
1213785	1154	1	GR	2.69	652159	11920075376
1215574	1160	1	GR	2.69	652159	11920075376
1215855	1120	1	GR	2.59	652159	11920075376
1218149	1122	1	GR	2.59	652159	11920075376
1224725	1148	1	GR	2.59	652159	11920075376
1227256	1157	1	GR	2.69	652159	11920075376
1227256	1159	2	GR	5.38	652159	11920075376
1227371	1142	1	GR	2.59	652159	11920075376
1301572	1151	1	GR	2.59	652159	11920075376
1303404	1158	1	GR	2.69	652159	11920075376
1303727	1155	1	GR	2.69	652159	11920075376
1306357	1123	1	GR	2.59	652159	11920075376
1308338	1147	1	GR	2.59	652159	11920075376
1313346	1129	1	GR	2.59	652159	11920075376
1313346	1152	1	GR	2.59	652159	11920075376
1315853	1154	1	GR	2.69	652159	11920075376
1319475	1151	1	GR	2.59	652159	11920075376
1320218	1164	1	GR	2.69	652159	11920075376
1320598	1142	1	GR	2.59	652159	11920075376
1320630	1151	1	GR	2.59	652159	11920075376
1400960	1164	1	GR	2.69	652159	11920075376
1401323	1146	1	GR	2.59	652159	11920075376
1800060	1146	1	GR	2.59	652159	11920075376
1800250	1146	1	GR	2.59	652159	11920075376
1804864	1115	1	GR	2.59	652159	11920075376
1804864	1128	1	GR	2.59	652159	11920075376
1808717	1151	1	GR	2.59	652159	11920075376
1100818	1151	1	GR	2.59	248128	11920075376
1115808	1127	1	GR	2.59	248128	11920075376
1120782	1126	1	GR	2.59	248128	11920075376
1129452	1127	1	GR	2.59	248128	11920075376
1129452	1149	1	GR	2.59	248128	11920075376
1130807	1127	1	GR	2.54	248128	11920075376
1137281	1117	1	GR	2.59	248128	11920075376
1138982	1126	1	GR	2.59	248128	11920075376
1141051	1126	1	GR	2.59	248128	11920075376
1142232	1134	1	GR	2.59	248128	11920075376
1143586	1151	1	GR	2.59	248128	11920075376
1143586	1151	1	GR	2.59	248128	11920075376
1147637	1127	1	GR	2.59	248128	11920075376
1184655	1126	1	GR	2.59	248128	11920075376
1184655	1127	3	GR	7.77	248128	11920075376
1190637	1142	1	GR	2.59	248128	11920075376
1201160	1151	1	GR	2.59	248128	11920075376
1201160	1151	1	GR	2.59	248128	11920075376
1201988	1118	1	GR	2.59	248128	11920075376
1202218	1126	1	GR	2.59	248128	11920075376
1219154	1127	1	GR	2.59	248128	11920075376
1219154	1127	1	GR	2.59	248128	11920075376
1219154	1127	1	GR	2.59	248128	11920075376
1223461	1151	1	GR	2.59	248128	11920075376
1304303	1151	1	GR	2.59	248128	11920075376
1305623	1149	1	GR	2.59	248128	11920075376
1305623	1164	1	GR	2.59	248128	11920075376
1401844	1129	1	GR	2.59	248128	11920075376
1805721	1163	1	GR	2.59	248128	11920075376
1806794	1149	1	GR	2.59	248128	11920075376
1807354	1147	1	GR	2.59	248128	11920075376
3103184	1153	1	GR	1.99	233779	11920075376
3129874	1119	1	GR	2.47	233779	11920075376
3131052	1153	1	GR	1.99	233779	11920075376
3342162	1124	1	GR	2.47	233779	11920075376
3342162	1152	1	GR	1.99	233779	11920075376
3345298	1124	1	GR	2.47	233779	11920075376
3813394	1148	1	GR	2.47	233779	11920075376
3819607	1165	1	GR	2.47	233779	11920075376
3832469	1138	1	GR	2.47	233779	11920075376
3113209	1138	1	GR	2.35	257871	11920075376
3338962	1156	1	GR	2	257871	11920075376
3375139	1148	1	GR	2.38	257871	11920075376
3836320	1152	1	GR	2.38	257871	11920075376
3101931	1153	1	GR	1.99	653776	11920075376
3119008	1131	1	GR	2.47	653776	11920075376
3119461	1140	1	GR	2.47	653776	11920075376
3120675	1163	1	GR	2.47	653776	11920075376
3121616	1129	2	GR	4.1	653776	11920075376
3129718	1165	1	GR	2.47	653776	11920075376
3131805	1160	1	GR	2.47	653776	11920075376
3139113	1149	1	GR	2.47	653776	11920075376
3139113	1156	1	GR	2.47	653776	11920075376
3314336	1127	1	GR	2.05	653776	11920075376
3314336	1153	1	GR	1.99	653776	11920075376
3326223	1158	1	GR	2.47	653776	11920075376
3839100	1128	1	GR	2.05	653776	11920075376
3839100	1152	1	GR	2.33	653776	11920075376
3842567	1138	1	GR	2.47	653776	11920075376
1217729	1162	1	GR	2.69	234140	11920075377
1219923	1163	1	GR	2.69	234140	11920075377
1305482	1162	1	GR	2.69	234140	11920075377
1319608	1164	1	GR	2.69	234140	11920075377
1119958	1162	1	GR	2.69	652159	11920075377
1183756	1162	1	GR	2.69	652159	11920075377
1224774	1162	1	GR	2.69	652159	11920075377
1303289	1162	1	GR	2.69	652159	11920075377
1303289	1162	1	GR	2.69	652159	11920075377
3321844	1135	1	GR	1.57	9979663	13320000894
1202689	1165	2	GR	3.78	266596	13320000894
1123158	1114	1	GR	1.89	259111	13320000894
1181644	1119	1	GR	1.89	259111	13320000894
1187062	1116	1	GR	1.89	259111	13320000894
1187062	1152	1	GR	1.89	259111	13320000894
1187062	1160	1	GR	1.89	259111	13320000894
1187062	1165	2	GR	3.78	259111	13320000894
1316687	1131	1	GR	1.89	259111	13320000894
3101360	1139	1	GR	1.59	264075	13320000894
3105841	1131	1	GR	1.59	264075	13320000894
3131581	1128	1	GR	1.59	264075	13320000894
3132290	1123	1	GR	1.59	264075	13320000894
3132290	1147	1	GR	1.59	264075	13320000894
3313890	1137	1	GR	1.59	264075	13320000894
3314419	1132	1	GR	1.59	264075	13320000894
3325381	1153	1	GR	1.59	264075	13320000894
3335786	1165	1	GR	1.59	264075	13320000894
3349068	1139	1	GR	1.59	264075	13320000894
3349068	1147	1	GR	1.59	264075	13320000894
3400739	1136	1	GR	1.59	264075	13320000894
3842948	1155	1	GR	1.59	264075	13320000894
3118554	1142	1	GR	1.55	233779	13320000894
3132548	1156	1	GR	1.55	233779	13320000894
3132811	1165	1	GR	1.55	233779	13320000894
3308247	1129	1	GR	1.55	233779	13320000894
3308262	1131	1	GR	1.55	233779	13320000894
3310987	1135	1	GR	1.55	233779	13320000894
3325365	1163	1	GR	1.55	233779	13320000894
3327965	1149	1	GR	1.55	233779	13320000894
3327965	1149	1	GR	1.55	233779	13320000894
3339044	1154	1	GR	1.55	233779	13320000894
3348896	1127	1	GR	1.55	233779	13320000894
3348896	1141	1	GR	1.55	233779	13320000894
3361626	1138	1	GR	1.55	233779	13320000894
3374876	1158	1	GR	1.55	233779	13320000894
3805101	1133	1	GR	1.55	233779	13320000894
3805101	1145	1	GR	1.55	233779	13320000894
3816546	1145	1	GR	1.55	233779	13320000894
3817213	1134	1	GR	1.55	233779	13320000894
3820076	1132	1	GR	1.55	233779	13320000894
3828095	1147	2	GR	3.1	233779	13320000894
3837807	1148	1	GR	1.55	233779	13320000894
3107045	1165	1	GR	1.55	653776	13320000894
3109702	1165	1	GR	1.55	653776	13320000894
3136788	1149	1	GR	1.55	653776	13320000894
3141630	1159	1	GR	1.55	653776	13320000894
3304428	1157	1	GR	1.55	653776	13320000894
3305318	1147	1	GR	1.55	653776	13320000894
3305722	1132	1	GR	1.55	653776	13320000894
3305722	1136	1	GR	1.55	653776	13320000894
3306308	1155	1	GR	1.55	653776	13320000894
3306472	1138	1	GR	1.55	653776	13320000894
3306472	1141	1	GR	1.55	653776	13320000894
3306472	1163	1	GR	1.55	653776	13320000894
3340117	1136	1	GR	1.55	653776	13320000894
3347286	1132	1	GR	1.55	653776	13320000894
3352211	1129	1	GR	1.55	653776	13320000894
3352211	1153	1	GR	1.55	653776	13320000894
3353698	1140	1	GR	1.55	653776	13320000894
3401711	1150	1	GR	1.55	653776	13320000894
3808097	1136	1	GR	1.55	653776	13320000894
3816884	1145	1	GR	1.55	653776	13320000894
3823765	1147	1	GR	1.55	653776	13320000894
3842567	1135	1	GR	1.55	653776	13320000894
3842567	1149	1	GR	1.55	653776	13320000894
3842567	1156	1	GR	1.55	653776	13320000894
3842567	1161	1	GR	1.55	653776	13320000894
1124628	1123	1	GR	4.99	213290	13700030688
1133124	1155	1	GR	4.99	213290	13700030688
1152041	1139	1	GR	4.99	213290	13700030688
1152041	1156	1	GR	4.99	213290	13700030688
1199133	1157	1	GR	4.99	213290	13700030688
1213686	1152	1	GR	4.99	213290	13700030688
1215178	1150	1	GR	4.99	213290	13700030688
1215400	1157	1	GR	4.99	213290	13700030688
1219576	1157	1	GR	4.99	213290	13700030688
1222240	1157	1	GR	4.99	213290	13700030688
1224261	1116	1	GR	4.99	213290	13700030688
1224261	1140	1	GR	4.99	213290	13700030688
1228825	1132	1	GR	4.99	213290	13700030688
1232561	1134	1	GR	4.99	213290	13700030688
1303172	1121	1	GR	4.99	213290	13700030688
1307215	1137	1	GR	4.99	213290	13700030688
1307215	1157	1	GR	4.99	213290	13700030688
1309740	1151	1	GR	4.99	213290	13700030688
1404921	1140	1	GR	4.99	213290	13700030688
1803494	1133	1	GR	4.99	213290	13700030688
1812776	1134	1	GR	4.99	213290	13700030688
1111526	1137	1	GR	4.99	648764	13700030688
1134049	1161	1	GR	4.99	648764	13700030688
1181768	1153	1	GR	4.99	648764	13700030688
1229146	1124	1	GR	4.99	648764	13700030688
1400473	1132	1	GR	4.99	648764	13700030688
1180018	1160	1	GR	4.89	248128	13700030688
1184788	1132	1	GR	4.89	248128	13700030688
1203190	1164	1	GR	4.89	248128	13700030688
1206680	1144	1	GR	4.89	248128	13700030688
1228676	1150	1	GR	4.89	248128	13700030688
1401836	1122	1	GR	4.89	248128	13700030688
1128470	1160	1	GR	4.99	266596	13700030688
1216275	1127	1	GR	4.99	266596	13700030688
1300632	1161	1	GR	4.99	266596	13700030688
1117960	1143	2	GR	9.98	259111	13700030688
3134577	1149	1	GR	5.19	257006	13700030688
3141010	1162	1	GR	5.19	257006	13700030688
3329821	1128	1	GR	4.95	200564	13700030688
3309435	1123	1	GR	4.68	233779	13700030688
3317875	1130	1	GR	4.68	233779	13700030688
3317909	1146	1	GR	4.68	233779	13700030688
3340000	1159	1	GR	4.68	233779	13700030688
3351189	1157	1	GR	4.68	233779	13700030688
3352179	1130	1	GR	4.68	233779	13700030688
3396416	1156	1	GR	4.68	233779	13700030688
3399493	1149	1	GR	4.68	233779	13700030688
3809632	1120	1	GR	4.68	233779	13700030688
3819482	1156	1	GR	4.68	233779	13700030688
3834184	1162	1	GR	4.68	233779	13700030688
3841999	1131	1	GR	4.68	233779	13700030688
3129395	1122	1	GR	4.59	257871	13700030688
3322107	1129	1	GR	4.59	257871	13700030688
3394270	1119	1	GR	4.59	257871	13700030688
3129601	1149	1	GR	4.68	653776	13700030688
3311613	1148	1	GR	4.68	653776	13700030688
3317875	1153	1	GR	4.68	653776	13700030688
3325001	1130	1	GR	4.68	653776	13700030688
3337741	1135	1	GR	4.68	653776	13700030688
3369710	1150	1	GR	4.68	653776	13700030688
3398818	1157	1	GR	4.68	653776	13700030688
1120626	1157	1	GR	2.19	266596	13700031512
1232512	1157	1	GR	2.19	266596	13700031512
1301010	1124	1	GR	2.19	266596	13700031512
1305433	1137	1	GR	2.19	266596	13700031512
1402826	1157	1	GR	2.19	266596	13700031512
1800664	1125	1	GR	2.19	266596	13700031512
1201640	1140	2	GR	4.38	259111	13700031512
1201640	1163	1	GR	2.19	259111	13700031512
3302307	1131	1	GR	2.25	228037	13700031512
3304428	1126	1	GR	2.25	228037	13700031512
3304428	1131	1	GR	2.25	228037	13700031512
3304428	1138	1	GR	2.25	228037	13700031512
3304428	1140	1	GR	2.25	228037	13700031512
3304428	1143	1	GR	2.25	228037	13700031512
3349837	1123	1	GR	2.25	228037	13700031512
3349837	1149	1	GR	2.25	228037	13700031512
3349837	1153	1	GR	2.25	228037	13700031512
3101170	1136	1	GR	2.29	200564	13700031512
3101170	1152	1	GR	2.29	200564	13700031512
3113902	1146	1	GR	2.07	233779	13700031512
3117788	1150	1	GR	2.07	233779	13700031512
3130443	1114	1	GR	2.07	233779	13700031512
3132514	1152	1	GR	2.07	233779	13700031512
3135087	1163	1	GR	2.07	233779	13700031512
3137117	1150	1	GR	2.07	233779	13700031512
3310953	1138	1	GR	2.07	233779	13700031512
3315523	1137	1	GR	2.07	233779	13700031512
3318766	1149	1	GR	2.07	233779	13700031512
3322008	1121	1	GR	2.07	233779	13700031512
3323386	1161	1	GR	2.07	233779	13700031512
3340208	1146	1	GR	2.07	233779	13700031512
3343079	1148	1	GR	2.07	233779	13700031512
3349365	1148	1	GR	2.07	233779	13700031512
3351064	1156	1	GR	2.07	233779	13700031512
3356139	1153	1	GR	2.07	233779	13700031512
3359349	1137	1	GR	2.07	233779	13700031512
3362269	1129	1	GR	2.07	233779	13700031512
3362269	1152	1	GR	2.07	233779	13700031512
3362269	1161	1	GR	2.07	233779	13700031512
3377911	1158	1	GR	2.07	233779	13700031512
3399857	1129	1	GR	2.07	233779	13700031512
3402404	1134	1	GR	2.07	233779	13700031512
3402859	1122	1	GR	2.07	233779	13700031512
3804070	1162	1	GR	2.07	233779	13700031512
3805705	1115	1	GR	2.07	233779	13700031512
3805705	1116	1	GR	2.07	233779	13700031512
3805705	1158	2	GR	4.14	233779	13700031512
3809632	1120	1	GR	2.07	233779	13700031512
3816207	1123	1	GR	2.07	233779	13700031512
3816751	1125	1	GR	2.07	233779	13700031512
3819870	1156	1	GR	2.07	233779	13700031512
3820951	1122	1	GR	2.07	233779	13700031512
3820951	1154	1	GR	2.07	233779	13700031512
3826834	1132	1	GR	2.07	233779	13700031512
3830810	1127	1	GR	2.07	233779	13700031512
3830810	1135	1	GR	2.07	233779	13700031512
3838086	1117	1	GR	2.07	233779	13700031512
3843029	1130	1	GR	2.07	233779	13700031512
3101519	1152	1	GR	2.07	653776	13700031512
3106385	1132	1	GR	2.07	653776	13700031512
3106716	1152	1	GR	2.07	653776	13700031512
3111476	1161	1	GR	2.07	653776	13700031512
3131771	1123	1	GR	2.07	653776	13700031512
3141630	1157	1	GR	2.07	653776	13700031512
3304428	1121	1	GR	2.07	653776	13700031512
3304428	1153	1	GR	2.07	653776	13700031512
3304550	1135	1	GR	2.07	653776	13700031512
3312017	1152	1	GR	2.07	653776	13700031512
3322040	1119	1	GR	2.07	653776	13700031512
3335174	1128	1	GR	2.07	653776	13700031512
3342766	1144	1	GR	2.07	653776	13700031512
3345306	1150	1	GR	2.07	653776	13700031512
3356030	1146	1	GR	2.07	653776	13700031512
3361170	1156	1	GR	2.07	653776	13700031512
3368944	1138	1	GR	2.07	653776	13700031512
3370338	1150	1	GR	2.07	653776	13700031512
3376921	1150	1	GR	2.07	653776	13700031512
3812628	1145	1	GR	2.07	653776	13700031512
3835405	1157	1	GR	2.07	653776	13700031512
3836148	1118	1	GR	2.07	653776	13700031512
3836197	1146	1	GR	2.07	653776	13700031512
3837039	1122	1	GR	2.07	653776	13700031512
3842567	1127	1	GR	2.07	653776	13700031512
1106484	1162	1	GR	2.99	213290	13700031513
1109728	1154	1	GR	2.99	213290	13700031513
1116566	1139	1	GR	2.99	213290	13700031513
1119610	1146	1	GR	2.99	213290	13700031513
1120634	1156	1	GR	2.99	213290	13700031513
1121111	1127	1	GR	2.99	213290	13700031513
1122911	1151	1	GR	2.99	213290	13700031513
1124420	1150	1	GR	2.99	213290	13700031513
1127977	1135	1	GR	2.99	213290	13700031513
1132407	1147	1	GR	2.99	213290	13700031513
1132795	1147	1	GR	2.99	213290	13700031513
1138057	1143	1	GR	2.99	213290	13700031513
1139170	1121	1	GR	2.99	213290	13700031513
1139451	1153	1	GR	2.99	213290	13700031513
1140525	1128	1	GR	2.99	213290	13700031513
1140665	1146	1	GR	2.99	213290	13700031513
1145185	1153	1	GR	2.99	213290	13700031513
1148775	1153	1	GR	2.99	213290	13700031513
1183053	1154	1	GR	2.99	213290	13700031513
1186056	1153	1	GR	2.99	213290	13700031513
1193706	1131	1	GR	2.99	213290	13700031513
1198325	1116	1	GR	2.99	213290	13700031513
1198325	1132	1	GR	2.99	213290	13700031513
1198325	1151	1	GR	2.99	213290	13700031513
1205138	1152	1	GR	2.99	213290	13700031513
1205138	1152	1	GR	2.99	213290	13700031513
1205294	1134	1	GR	2.99	213290	13700031513
1205641	1150	1	GR	2.99	213290	13700031513
1206805	1146	1	GR	2.99	213290	13700031513
1207704	1157	1	GR	2.99	213290	13700031513
1213983	1136	1	GR	2.99	213290	13700031513
1219113	1131	1	GR	2.99	213290	13700031513
1219295	1151	1	GR	2.99	213290	13700031513
1221879	1150	1	GR	2.99	213290	13700031513
1222240	1137	1	GR	2.99	213290	13700031513
1222240	1146	1	GR	2.99	213290	13700031513
1222240	1162	1	GR	2.99	213290	13700031513
1222810	1125	1	GR	2.99	213290	13700031513
1223123	1131	1	GR	2.99	213290	13700031513
1226704	1150	1	GR	2.99	213290	13700031513
1227371	1136	1	GR	2.99	213290	13700031513
1228510	1126	1	GR	2.99	213290	13700031513
1228510	1131	1	GR	2.99	213290	13700031513
1228932	1153	1	GR	2.99	213290	13700031513
1229641	1133	1	GR	2.99	213290	13700031513
1230425	1132	1	GR	2.99	213290	13700031513
1230425	1134	1	GR	2.99	213290	13700031513
1232694	1144	1	GR	2.99	213290	13700031513
1244608	1150	1	GR	2.99	213290	13700031513
1245068	1130	1	GR	2.99	213290	13700031513
1246348	1162	1	GR	2.99	213290	13700031513
1247221	1150	1	GR	2.99	213290	13700031513
1302760	1141	1	GR	2.99	213290	13700031513
1302760	1152	1	GR	2.99	213290	13700031513
1303180	1149	1	GR	2.99	213290	13700031513
1303859	1121	1	GR	2.99	213290	13700031513
1303859	1153	1	GR	2.99	213290	13700031513
1305144	1120	1	GR	2.99	213290	13700031513
1305144	1152	1	GR	2.99	213290	13700031513
1306308	1147	1	GR	2.99	213290	13700031513
1307330	1144	1	GR	2.99	213290	13700031513
1307330	1161	1	GR	2.99	213290	13700031513
1307363	1150	1	GR	2.99	213290	13700031513
1308171	1150	1	GR	2.99	213290	13700031513
1309518	1146	1	GR	2.99	213290	13700031513
1312983	1156	1	GR	2.99	213290	13700031513
1314153	1163	1	GR	2.99	213290	13700031513
1314997	1161	1	GR	2.99	213290	13700031513
1319863	1157	1	GR	2.99	213290	13700031513
1403485	1121	1	GR	2.99	213290	13700031513
1403832	1148	1	GR	2.99	213290	13700031513
1408252	1153	1	GR	2.99	213290	13700031513
1408757	1157	1	GR	2.99	213290	13700031513
1408856	1150	1	GR	2.99	213290	13700031513
1808618	1150	1	GR	2.99	213290	13700031513
1810721	1161	1	GR	2.99	213290	13700031513
1812776	1140	1	GR	2.99	213290	13700031513
1813311	1144	1	GR	2.99	213290	13700031513
1105379	1135	1	GR	2.99	648764	13700031513
1111450	1130	1	GR	2.99	648764	13700031513
1113423	1150	1	GR	2.99	648764	13700031513
1118307	1150	1	GR	2.99	648764	13700031513
1123323	1136	1	GR	2.99	648764	13700031513
1123810	1139	1	GR	2.99	648764	13700031513
1123810	1151	1	GR	2.99	648764	13700031513
1124743	1133	1	GR	2.99	648764	13700031513
1134049	1120	1	GR	2.99	648764	13700031513
1146159	1145	1	GR	2.99	648764	13700031513
1148874	1133	1	GR	2.99	648764	13700031513
1193169	1150	1	GR	2.99	648764	13700031513
1198366	1163	1	GR	2.99	648764	13700031513
1201103	1149	1	GR	2.99	648764	13700031513
1202747	1148	1	GR	2.99	648764	13700031513
1206342	1150	1	GR	2.99	648764	13700031513
1215889	1123	1	GR	2.99	648764	13700031513
1226597	1153	1	GR	2.99	648764	13700031513
1230938	1150	1	GR	2.99	648764	13700031513
1302695	1117	1	GR	2.99	648764	13700031513
1805614	1132	1	GR	2.99	648764	13700031513
1814947	1156	1	GR	2.99	648764	13700031513
1815423	1134	1	GR	2.99	648764	13700031513
1112185	1129	1	GR	2.99	234140	13700031513
1123810	1131	1	GR	2.99	234140	13700031513
1185587	1135	1	GR	2.99	234140	13700031513
1185595	1125	1	GR	2.99	234140	13700031513
1228676	1116	1	GR	2.99	234140	13700031513
1306639	1150	1	GR	2.99	234140	13700031513
1306639	1157	1	GR	2.99	234140	13700031513
1310326	1139	1	GR	2.99	234140	13700031513
1310326	1162	1	GR	2.99	234140	13700031513
1312272	1157	1	GR	2.99	234140	13700031513
1405241	1139	1	GR	2.99	234140	13700031513
1405498	1164	1	GR	2.99	234140	13700031513
1408567	1151	1	GR	2.99	234140	13700031513
1805614	1151	1	GR	2.99	234140	13700031513
1103440	1131	1	GR	2.99	652159	13700031513
1103440	1155	1	GR	2.99	652159	13700031513
1109728	1152	1	GR	2.99	652159	13700031513
1111229	1153	1	GR	2.99	652159	13700031513
